corpus,doc_id,feature_name
repair,rep_39,Pre_defined
repair,rep_39,Stability
repair,rep_39,State_based
repair,rep_39,Totality
repair,rep_39,User
repair,rep_40,Area_Selection
repair,rep_40,Checkonly
repair,rep_40,Concrete
repair,rep_40,Consistency_Improving
repair,rep_40,Constraint_Priorities
repair,rep_40,Fixed
repair,rep_40,Generative
repair,rep_40,Graph
repair,rep_40,MDA
repair,rep_40,Meta_model_Independent
repair,rep_40,Multi_model
repair,rep_40,Multiple_Repairs
repair,rep_40,Pattern_Matching
repair,rep_40,Rule_based
repair,rep_40,Stability
repair,rep_40,State_based
repair,rep_40,Traceability
repair,rep_40,User
repair,rep_41,Area_Selection
repair,rep_41,Checkonly
repair,rep_41,Concrete
repair,rep_41,Consistency_Improving
repair,rep_41,Fixed
repair,rep_41,Generative
repair,rep_41,Graph
repair,rep_41,Inter_model
repair,rep_41,Interactive
repair,rep_41,Meta_model_Independent
repair,rep_41,Multi_model
repair,rep_41,Opaque
repair,rep_41,Other
repair,rep_41,Pairwise
repair,rep_41,Pattern_Matching
repair,rep_41,Rule_based
repair,rep_41,Single_Repair
repair,rep_41,Stability
repair,rep_41,State_based
repair,rep_41,Traceability
repair,rep_41,User
repair,rep_42,Area_Selection
repair,rep_42,Concrete
repair,rep_42,Controlled_Update
repair,rep_42,Fixed
repair,rep_42,Generative
repair,rep_42,Graph
repair,rep_42,History
repair,rep_42,Inter_model
repair,rep_42,Meta_model_Independent
repair,rep_42,Multi_model
repair,rep_42,Opaque
repair,rep_42,Other
repair,rep_42,Pairwise
repair,rep_42,Pattern_Matching
repair,rep_42,Pre_state
repair,rep_42,Rule_based
repair,rep_42,Single_Repair
repair,rep_42,Stability
repair,rep_42,Traceability
repair,rep_42,User
repair,rep_42,Violations
repair,rep_43,Area_Selection
repair,rep_43,Composite
repair,rep_43,Concrete
repair,rep_43,Consistency_Improving
repair,rep_43,Controlled_Update
repair,rep_43,Customizable
repair,rep_43,Delta_based
repair,rep_43,Edit_Operations
repair,rep_43,Inter_model
repair,rep_43,Meta_model_Independent
repair,rep_43,Multi_model
repair,rep_43,Object_oriented
repair,rep_43,Opaque
repair,rep_43,Pairwise
repair,rep_43,Repair_Hints
repair,rep_43,Rule_based
repair,rep_43,Single_Repair
repair,rep_43,State_based
repair,rep_43,Totality
repair,rep_43,Traceability
repair,rep_43,User
repair,rep_43,Violations
repair,rep_44,Area_Selection
repair,rep_44,Boolean
repair,rep_44,Concrete
repair,rep_44,Fully_Consistent
repair,rep_44,Inter_model
repair,rep_44,Intra_model
repair,rep_44,Logical
repair,rep_44,Meta_model_Independent
repair,rep_44,Multi_model
repair,rep_44,Multiple_Repairs
repair,rep_44,Off_the_shelf_Solver
repair,rep_44,Opaque
repair,rep_44,Search_based
repair,rep_44,State_based
repair,rep_44,Totality
repair,rep_44,Traceability
repair,rep_44,User
repair,rep_45,Boolean
repair,rep_45,Checkonly
repair,rep_45,Concrete
repair,rep_45,Consistency_Relation
repair,rep_45,Delta_based
repair,rep_45,Edit_Operations
repair,rep_45,Inter_model
repair,rep_45,Meta_model_Independent
repair,rep_45,Multi_model
repair,rep_45,Object_oriented
repair,rep_45,Opaque
repair,rep_45,Other
repair,rep_45,Pairwise
repair,rep_45,Pre_state
repair,rep_45,Single_Repair
repair,rep_45,Stability
repair,rep_45,State_based
repair,rep_45,User
repair,rep_46,Area_Selection
repair,rep_46,Concrete
repair,rep_46,Controlled_Update
repair,rep_46,Fixed
repair,rep_46,Generative
repair,rep_46,Graph
repair,rep_46,Meta_model_Independent
repair,rep_46,Multi_model
repair,rep_46,Other
repair,rep_46,Pairwise
repair,rep_46,Pattern_Matching
repair,rep_46,Pre_defined
repair,rep_46,Pre_state
repair,rep_46,Repair_Hints
repair,rep_46,Rule_based
repair,rep_46,Single_Repair
repair,rep_46,Stability
repair,rep_46,Totality
repair,rep_46,Traceability
repair,rep_46,User
repair,rep_46,Violations
repair,rep_47,Area_Selection
repair,rep_47,Boolean
repair,rep_47,Bounded
repair,rep_47,Checkonly
repair,rep_47,Composite
repair,rep_47,Concrete
repair,rep_47,Customizable
repair,rep_47,Distinguished
repair,rep_47,Fully_Consistent
repair,rep_47,Inter_model
repair,rep_47,Intra_model
repair,rep_47,Least_change
repair,rep_47,Logical
repair,rep_47,Meta_model_Independent
repair,rep_47,Multi_model
repair,rep_47,Multiple_Repairs
repair,rep_47,Off_the_shelf_Solver
repair,rep_47,Pairwise
repair,rep_47,Pre_defined
repair,rep_47,Search_based
repair,rep_47,Stability
repair,rep_47,State_based
repair,rep_47,Totality
repair,rep_47,User
repair,rep_48,Checkonly
repair,rep_48,Composite
repair,rep_48,Concrete
repair,rep_48,Customizable
repair,rep_48,Distinguished
repair,rep_48,EMF
repair,rep_48,Hard_Coded
repair,rep_48,Inter_model
repair,rep_48,Interactive
repair,rep_48,Intra_model
repair,rep_48,MDA
repair,rep_48,Multi_model
repair,rep_48,Object_oriented
repair,rep_48,Pre_defined
repair,rep_48,Repair_Hints
repair,rep_48,Rule_based
repair,rep_48,Single_Repair
repair,rep_48,Stability
repair,rep_48,State_based
repair,rep_48,Violations
repair,rep_49,Area_Selection
repair,rep_49,Composite
repair,rep_49,Customizable
repair,rep_49,History
repair,rep_49,Inter_model
repair,rep_49,Logical
repair,rep_49,Meta_model_Independent
repair,rep_49,Multi_model
repair,rep_49,Opaque
repair,rep_49,Operation_based
repair,rep_49,Repair_Action
repair,rep_49,Repair_Hints
repair,rep_49,Rule_based
repair,rep_49,Stability
repair,rep_49,State_based
repair,rep_49,Traceability
repair,rep_49,User
repair,rep_49,Violations
repair,rep_49,Well_behaved
repair,rep_50,EMF
repair,rep_50,Fixed
repair,rep_50,Fully_Consistent
repair,rep_50,Hard_Coded
repair,rep_50,Intra_model
repair,rep_50,Logical
repair,rep_50,MDA
repair,rep_50,Opaque
repair,rep_50,Operation_based
repair,rep_50,Repair_Plan
repair,rep_50,Search_based
repair,rep_50,Single_Repair
repair,rep_50,State_based
repair,rep_50,Violations
repair,rep_51,Abstract
repair,rep_51,Checkonly
repair,rep_51,Composite
repair,rep_51,Concrete
repair,rep_51,Consistency_Improving
repair,rep_51,Fixed
repair,rep_51,Graph
repair,rep_51,Hard_Coded
repair,rep_51,Interactive
repair,rep_51,Intra_model
repair,rep_51,Multiple_Repairs
repair,rep_51,Opaque
repair,rep_51,Other
repair,rep_51,Rule_based
repair,rep_51,Stability
repair,rep_51,State_based
repair,rep_51,Violations
repair,rep_52,Checkonly
repair,rep_52,Composite
repair,rep_52,Fixed
repair,rep_52,Graph
repair,rep_52,Inter_model
repair,rep_52,Meta_model_Independent
repair,rep_52,Multi_model
repair,rep_52,Other
repair,rep_52,Pattern_Matching
repair,rep_52,Repair_Hints
repair,rep_52,Rule_based
repair,rep_52,State_based
repair,rep_52,Violations
repair,rep_53,Abstract
repair,rep_53,Checkonly
repair,rep_53,Composite
repair,rep_53,Concrete
repair,rep_53,EMF
repair,rep_53,Fixed
repair,rep_53,Graph
repair,rep_53,Inter_model
repair,rep_53,MDA
repair,rep_53,Meta_model_Independent
repair,rep_53,Multi_model
repair,rep_53,Opaque
repair,rep_53,Pairwise
repair,rep_53,Pattern_Matching
repair,rep_53,Rule_based
repair,rep_53,Stability
repair,rep_53,State_based
repair,rep_53,Totality
repair,rep_53,Traceability
repair,rep_53,Violations
repair,rep_54,Checkonly
repair,rep_54,Composite
repair,rep_54,Concrete
repair,rep_54,Consistency_Improving
repair,rep_54,Generative
repair,rep_54,Graph
repair,rep_54,Logical
repair,rep_54,Meta_model_Independent
repair,rep_54,Multi_model
repair,rep_54,Multiple_Repairs
repair,rep_54,Opaque
repair,rep_54,Other
repair,rep_54,Pairwise
repair,rep_54,Pattern_Matching
repair,rep_54,Repair_Action
repair,rep_54,Rule_based
repair,rep_54,Stability
repair,rep_54,State_based
repair,rep_54,Traceability
repair,rep_54,User
repair,rep_54,Violations
